City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,2023-03-09,70,48.24,99.71,92.99,38.69,0.93,95.28
Kolkata,2023-10-09,114,156.19,63.88,90.27,48.76,0.33,117.73
Chennai,2023-06-10,87,72.77,145.46,44.81,28.39,2.06,23.05
Pune,2023-04-07,84,115.44,71.22,20.09,48.14,1.66,12.69
Bangalore,2023-06-03,106,161.14,33.89,103.34,53.34,1.2,55.23
Pune,2023-05-06,64,37.12,106.67,70.45,21.19,1.34,122.35
Hyderabad,2023-03-13,183,190.31,257.3,43.3,33.2,1.17,95.8
Ahmedabad,2023-08-13,168,194.16,190.43,50.93,52.31,1.11,123.58
Bangalore,2023-03-27,43,17.97,69.49,104.47,45.91,2.39,15.5
Bangalore,2023-10-07,85,46.77,175.08,49.02,14.27,1.68,82.76
Pune,2023-02-07,128,101.16,228.81,28.61,24.85,1.0,113.28
Pune,2023-04-24,93,81.51,103.05,107.29,79.95,1.74,148.55
Kolkata,2023-01-26,102,96.63,116.44,84.78,61.25,2.16,146.06
Ahmedabad,2023-12-16,127,146.06,130.39,82.86,39.13,2.49,110.69
Pune,2023-04-19,131,177.3,111.63,38.32,23.02,0.53,89.32
Hyderabad,2023-05-17,96,90.68,149.07,7.36,3.31,1.4,105.93
Ahmedabad,2023-04-21,45,44.03,48.91,10.99,36.01,1.63,126.88
Chennai,2023-12-05,89,49.59,149.3,109.69,27.49,1.35,143.99
Chennai,2023-05-27,109,152.07,90.65,52.69,8.42,1.6,20.04
Ahmedabad,2023-06-19,140,164.77,169.41,21.23,4.0,2.03,92.02
Mumbai,2023-09-11,99,67.72,162.66,90.93,38.08,1.58,119.51
Bangalore,2023-08-31,72,22.53,168.91,12.14,61.79,1.85,132.85
Hyderabad,2023-07-27,55,22.77,90.88,97.91,15.04,1.81,118.14
Chennai,2023-03-06,104,71.24,176.18,104.05,19.46,2.36,91.87
Mumbai,2023-02-07,49,27.03,55.44,100.06,69.45,1.22,108.54
Kolkata,2023-08-01,81,18.19,180.71,103.15,33.06,0.9,120.38
Hyderabad,2023-05-25,103,10.6,288.68,73.09,65.92,2.1,14.63
Chennai,2023-07-20,147,182.02,134.65,114.6,69.5,0.88,28.1
Pune,2023-11-14,80,34.19,201.86,13.4,31.5,1.83,7.9
Pune,2023-12-18,57,73.56,22.47,26.89,75.39,1.4,149.6
Bangalore,2023-07-10,142,92.47,279.99,72.88,51.14,2.14,48.04
Ahmedabad,2023-10-04,87,61.59,145.79,80.07,68.78,0.86,31.64
Bangalore,2023-03-12,109,179.93,22.76,82.95,39.22,0.57,51.55
Mumbai,2023-08-19,114,101.56,177.67,73.27,51.89,1.34,7.59
Kolkata,2023-08-08,96,44.94,210.44,11.52,45.98,0.68,142.58
Chennai,2023-11-29,131,71.79,278.55,53.0,77.1,0.26,49.42
Pune,2023-03-04,125,58.72,280.53,73.32,64.48,1.11,35.77
Bangalore,2023-11-16,142,187.3,159.32,5.75,10.56,1.52,8.45
Pune,2023-09-30,145,169.25,167.06,28.96,42.93,1.48,112.66
Hyderabad,2023-01-16,95,79.98,121.93,115.34,36.63,1.94,113.87
Pune,2023-02-12,150,118.66,270.4,59.65,75.72,0.69,15.75
Chennai,2023-11-28,193,171.06,297.93,83.13,75.06,2.1,127.44
Pune,2023-09-09,137,82.65,281.68,54.69,44.03,1.23,86.9
Delhi,2023-01-10,135,148.75,163.49,86.89,34.97,1.7,42.56
Kolkata,2023-01-09,97,88.56,149.3,34.49,58.76,0.37,37.3
Ahmedabad,2023-09-20,122,93.05,217.48,70.26,76.16,1.57,7.16
Hyderabad,2023-12-25,111,37.18,278.9,16.96,32.24,0.72,127.77
Ahmedabad,2023-09-13,118,198.46,30.81,19.75,19.52,2.07,132.38
Ahmedabad,2023-09-25,79,16.17,228.48,20.34,12.37,0.25,12.22
Chennai,2023-07-18,60,22.35,123.29,100.77,27.45,1.87,18.62
Delhi,2023-12-13,112,152.45,58.15,108.26,20.92,1.01,142.78
Bangalore,2023-08-27,132,79.5,285.89,42.84,9.4,2.49,43.84
Ahmedabad,2023-10-17,99,41.45,224.78,65.31,78.51,1.47,8.63
Delhi,2023-10-26,171,161.72,259.84,60.44,63.09,0.53,76.35
Hyderabad,2023-07-09,82,126.15,32.45,91.49,8.17,1.71,7.68
Bangalore,2023-12-25,82,43.19,164.34,35.07,58.37,0.94,110.07
Ahmedabad,2023-10-13,51,15.82,99.33,62.34,5.51,0.63,140.51
Chennai,2023-04-14,115,150.55,90.62,34.96,52.37,0.47,142.5
Delhi,2023-02-28,159,199.93,158.81,93.71,2.17,2.24,44.15
Pune,2023-05-23,112,163.21,65.96,55.89,40.52,0.92,74.85
Chennai,2023-07-22,92,147.26,43.81,30.3,2.69,1.85,54.94
Pune,2023-11-25,118,74.4,249.41,20.03,15.52,0.98,64.23
Pune,2023-11-12,106,155.09,47.15,45.39,67.3,0.35,141.64
Pune,2023-09-04,56,26.83,101.56,47.83,62.56,1.57,98.43
Delhi,2023-10-08,108,32.42,253.3,86.15,47.03,2.25,106.54
Ahmedabad,2023-07-11,103,91.65,158.33,11.35,76.46,0.5,106.13
Kolkata,2023-01-25,104,14.87,278.93,102.96,42.89,0.73,22.64
Mumbai,2023-10-20,96,58.53,161.87,116.14,46.85,2.25,99.38
Bangalore,2023-11-24,149,172.38,151.98,104.89,24.74,0.5,129.02
Pune,2023-05-15,182,178.93,282.59,11.17,41.08,1.06,95.75
Ahmedabad,2023-09-18,98,63.31,175.9,86.5,12.49,2.07,92.89
Delhi,2023-11-08,59,74.51,50.28,63.25,8.69,2.43,10.61
Hyderabad,2023-03-19,149,170.74,152.22,88.6,79.95,2.48,112.93
Hyderabad,2023-12-07,116,57.05,253.39,51.59,77.04,0.39,68.2
Mumbai,2023-10-21,126,124.04,163.82,84.87,6.33,0.85,123.79
Kolkata,2023-07-08,100,43.29,213.39,101.92,39.56,1.42,48.9
Delhi,2023-12-04,63,34.29,107.47,64.15,47.92,2.02,100.15
Kolkata,2023-09-17,98,88.24,152.67,52.67,67.69,0.73,5.83
Kolkata,2023-07-07,119,48.47,269.23,103.79,7.98,0.44,76.8
Delhi,2023-05-22,148,98.37,291.87,83.03,2.79,1.31,65.09
Delhi,2023-02-04,172,185.41,245.4,31.46,21.97,0.27,48.02
Ahmedabad,2023-11-11,139,89.96,291.39,11.45,48.13,2.17,74.71
Hyderabad,2023-10-25,82,56.13,110.66,116.09,73.12,2.38,124.73
Mumbai,2023-05-02,122,52.28,299.91,24.73,62.18,0.71,16.72
Mumbai,2023-12-14,124,185.89,65.54,51.89,66.82,1.72,62.24
Hyderabad,2023-10-03,180,180.44,279.32,48.57,15.54,2.3,18.42
Bangalore,2023-11-26,63,36.69,129.03,52.33,14.38,2.32,5.39
Delhi,2023-11-04,109,70.22,217.2,34.07,61.18,1.49,48.53
Delhi,2023-04-05,44,50.63,30.58,9.95,69.86,1.76,100.78
Mumbai,2023-01-08,149,171.35,154.47,105.1,30.04,2.33,106.31
Mumbai,2023-10-22,114,117.18,169.25,20.86,48.12,0.92,12.59
Pune,2023-01-10,160,131.88,265.54,82.75,29.84,1.38,102.98
Delhi,2023-12-01,135,98.6,260.98,65.01,17.09,2.25,9.5
Pune,2023-02-19,82,19.6,206.44,13.24,57.08,0.28,127.16
Pune,2023-02-26,89,27.76,217.91,61.27,16.89,0.24,65.61
Bangalore,2023-11-29,163,189.59,190.38,34.28,74.08,1.98,88.29
Bangalore,2023-11-15,114,33.24,283.87,58.03,26.27,1.33,117.05
Ahmedabad,2023-09-21,161,155.82,229.85,67.03,69.54,0.5,91.34
Kolkata,2023-06-13,79,90.24,90.72,47.81,10.44,0.78,44.43
Hyderabad,2023-10-05,75,19.22,202.33,30.46,8.39,0.89,37.55
Chennai,2023-10-15,139,77.9,290.48,115.81,36.61,2.03,6.92
Mumbai,2023-09-22,105,151.23,80.74,12.03,14.16,1.22,78.42
Hyderabad,2023-09-03,140,84.49,273.38,69.4,37.13,1.69,143.16
Chennai,2023-07-23,56,17.6,113.05,59.11,26.53,1.81,124.81
Kolkata,2023-06-28,147,197.97,96.31,105.62,61.8,1.03,111.45
Pune,2023-06-06,138,159.97,169.05,38.61,53.15,1.68,35.38
Bangalore,2023-05-20,155,118.21,265.45,111.74,43.25,1.93,68.7
Bangalore,2023-05-29,75,48.91,123.9,77.94,3.42,1.86,126.15
Chennai,2023-03-17,140,95.11,258.36,94.2,24.48,0.95,103.44
Kolkata,2023-07-10,71,40.82,106.78,108.5,55.68,2.47,116.22
Pune,2023-04-23,46,48.85,43.6,76.3,13.49,0.57,7.06
Pune,2023-04-15,73,14.24,190.66,47.3,34.42,2.11,49.93
Mumbai,2023-08-30,140,135.92,208.19,34.0,27.33,2.12,115.46
Ahmedabad,2023-04-12,78,111.45,37.27,29.01,39.89,0.4,127.28
Ahmedabad,2023-07-02,179,189.29,214.17,113.15,45.25,1.58,146.66
Hyderabad,2023-07-20,93,15.85,222.66,109.13,64.06,1.54,102.34
Ahmedabad,2023-07-30,83,27.23,206.83,37.59,51.93,1.6,27.25
Ahmedabad,2023-05-12,91,128.11,55.9,35.5,67.15,0.95,75.77
Pune,2023-10-01,82,53.16,129.1,74.74,60.92,2.27,137.74
Mumbai,2023-12-15,51,14.71,127.46,21.28,57.41,1.72,11.38
Pune,2023-12-31,81,57.26,141.02,81.81,35.49,1.21,14.52
Delhi,2023-03-31,121,103.78,215.03,36.18,25.14,2.14,6.5
Pune,2023-04-21,85,84.84,103.55,80.62,67.1,1.48,9.51
Hyderabad,2023-09-24,124,113.32,207.87,7.22,41.16,1.55,54.79
Bangalore,2023-07-24,134,156.93,152.82,45.38,30.17,2.16,85.3
Pune,2023-08-21,183,180.44,272.49,42.78,76.29,0.26,59.64
Chennai,2023-03-10,95,16.47,249.9,67.77,28.38,0.78,91.1
Bangalore,2023-06-04,113,71.53,198.23,106.38,43.57,1.95,115.64
Pune,2023-09-04,61,36.37,104.01,37.39,49.13,2.08,115.4
Kolkata,2023-04-24,126,56.61,290.42,5.95,70.62,0.66,142.36
Delhi,2023-02-19,126,93.67,217.99,72.58,26.8,1.47,110.95
Pune,2023-07-24,58,12.13,148.26,20.16,53.82,0.69,67.76
Ahmedabad,2023-12-22,75,114.21,52.49,7.66,5.99,2.39,25.63
Pune,2023-05-29,159,162.47,226.27,39.19,6.57,0.53,126.55
Mumbai,2023-04-23,96,136.22,56.58,78.59,62.23,2.18,6.92
Ahmedabad,2023-12-23,81,13.63,217.92,78.1,13.57,1.96,14.91
Kolkata,2023-10-18,109,59.77,212.88,111.22,28.51,1.36,72.15
Delhi,2023-11-11,149,122.16,228.04,110.44,68.36,1.37,109.26
Mumbai,2023-07-31,82,103.76,52.32,55.36,67.71,1.57,110.05
Delhi,2023-11-01,150,193.22,133.14,80.17,3.47,0.49,118.39
Pune,2023-04-21,55,70.81,30.41,46.5,3.36,0.64,114.11
Mumbai,2023-02-07,143,89.74,294.79,45.19,73.89,2.35,40.07
Delhi,2023-10-20,139,92.28,276.91,56.76,60.06,1.27,38.03
Bangalore,2023-07-13,128,90.83,231.54,74.58,55.71,0.85,74.81
Bangalore,2023-09-11,145,198.08,133.93,6.26,15.24,1.7,93.75
Kolkata,2023-01-23,110,58.24,233.82,84.12,27.18,1.45,26.35
Ahmedabad,2023-01-18,114,168.61,34.94,102.47,51.1,1.32,134.04
Chennai,2023-01-10,61,32.73,136.68,13.37,9.7,1.16,49.28
Pune,2023-11-25,126,81.38,232.2,65.98,56.92,0.8,141.58
Bangalore,2023-09-19,128,167.95,122.21,16.52,54.55,0.22,73.92
Bangalore,2023-05-04,165,129.2,294.24,58.41,65.76,1.37,76.9
Delhi,2023-02-06,42,28.79,52.79,39.42,76.86,1.66,85.36
Mumbai,2023-12-31,124,89.32,232.26,50.22,66.46,0.81,45.24
Chennai,2023-04-11,116,91.84,201.47,46.89,19.98,1.28,86.34
Chennai,2023-06-16,79,25.43,195.6,43.68,54.42,0.27,24.34
Pune,2023-01-10,108,50.35,260.12,11.74,18.81,2.5,67.8
Hyderabad,2023-10-25,94,44.71,190.76,88.5,26.53,2.11,92.5
Bangalore,2023-01-15,119,115.95,181.49,24.04,33.41,0.99,63.13
Hyderabad,2023-12-06,145,101.68,283.29,38.77,34.42,2.01,84.17
Bangalore,2023-01-30,63,20.13,131.61,36.13,79.95,0.91,133.25
Bangalore,2023-05-23,105,74.77,172.19,101.66,70.9,0.57,54.24
Pune,2023-10-06,81,17.99,187.51,103.3,31.76,1.9,96.02
Pune,2023-03-12,98,36.8,218.61,103.27,55.5,0.24,36.35
Delhi,2023-11-02,139,118.37,231.81,17.72,67.39,1.48,105.05
Bangalore,2023-09-23,105,25.9,272.34,19.5,32.65,2.16,136.41
Delhi,2023-01-24,156,144.55,253.17,18.97,65.19,1.31,70.34
Delhi,2023-07-27,44,18.17,54.09,104.5,46.17,1.84,127.09
Bangalore,2023-09-27,134,154.6,166.88,30.62,28.34,1.33,50.95
Hyderabad,2023-07-04,57,74.1,54.4,14.73,5.63,0.46,54.84
Chennai,2023-09-28,173,178.72,246.35,64.86,58.49,1.04,10.33
Kolkata,2023-10-18,115,34.28,285.42,70.77,25.83,1.34,77.74
Delhi,2023-06-16,148,145.87,199.08,81.33,34.31,0.3,118.74
Ahmedabad,2023-06-06,140,192.68,109.85,60.15,65.31,1.95,43.54
Delhi,2023-08-29,111,143.13,92.14,111.11,12.08,0.93,12.94
Mumbai,2023-09-26,167,179.34,198.04,112.84,12.02,0.4,126.57
Bangalore,2023-07-09,123,194.27,27.0,95.36,27.07,0.29,138.08
Pune,2023-03-28,88,114.84,96.74,12.5,5.89,0.47,15.35
Pune,2023-10-15,102,98.17,146.01,72.13,23.96,0.38,26.04
Kolkata,2023-01-01,97,14.27,259.8,84.86,61.91,2.12,22.79
Ahmedabad,2023-04-28,148,105.88,267.95,106.96,3.89,1.08,81.33
Chennai,2023-09-09,72,64.38,90.6,48.85,41.07,2.39,115.51
Hyderabad,2023-02-19,43,20.33,67.19,57.43,65.48,1.08,83.08
Bangalore,2023-09-08,125,183.62,80.42,10.01,25.82,1.8,142.91
Mumbai,2023-09-27,63,73.97,60.45,31.79,72.63,0.28,36.87
Pune,2023-07-06,122,127.21,169.55,30.1,14.81,0.74,77.87
Bangalore,2023-01-21,149,190.04,149.88,11.76,58.88,0.96,99.76
Chennai,2023-02-06,145,118.44,236.2,111.72,22.37,0.97,72.32
Bangalore,2023-10-10,38,27.08,56.94,61.98,10.32,0.99,26.52
Delhi,2023-05-12,153,199.38,125.07,73.89,68.79,0.47,104.99
Ahmedabad,2023-11-27,71,49.17,132.77,13.74,56.24,0.78,50.15
Delhi,2023-07-08,99,154.55,36.78,7.16,77.97,0.64,124.21
Mumbai,2023-04-16,61,60.25,56.39,62.12,33.77,1.81,136.1
Mumbai,2023-09-17,130,62.15,266.1,100.84,74.47,1.25,116.44
Chennai,2023-11-17,126,69.0,298.44,9.41,14.66,2.25,13.78
Pune,2023-11-01,147,111.33,260.24,89.73,18.82,1.12,78.64
Delhi,2023-11-06,180,169.43,274.72,63.56,56.15,0.46,86.97
Mumbai,2023-11-24,109,92.03,197.53,34.55,6.07,0.22,8.21
Hyderabad,2023-12-02,49,30.97,87.06,30.44,78.97,0.9,23.48
Ahmedabad,2023-08-02,115,138.83,102.9,69.59,57.76,1.87,101.65
Ahmedabad,2023-04-18,150,175.32,182.1,54.43,52.04,2.08,5.82
Kolkata,2023-10-02,80,44.75,151.67,105.28,19.55,1.3,24.22
Bangalore,2023-05-25,68,43.66,121.82,47.95,79.47,2.49,21.64
Mumbai,2023-12-13,25,19.83,28.45,17.11,77.31,2.36,33.12
Ahmedabad,2023-06-29,87,55.7,164.35,70.52,19.28,1.94,49.89
Ahmedabad,2023-11-04,125,134.78,142.18,95.84,65.8,0.87,54.26
Pune,2023-08-26,46,41.3,31.8,57.22,64.49,1.97,138.33
Pune,2023-12-16,80,29.01,184.83,94.52,9.28,0.6,6.78
Ahmedabad,2023-05-25,169,178.48,207.79,117.93,6.92,2.28,123.04
Kolkata,2023-05-01,146,194.97,100.62,107.27,70.7,1.94,86.7
Hyderabad,2023-01-24,104,111.07,119.9,96.1,61.13,2.29,7.15
Kolkata,2023-02-01,173,188.31,241.0,19.97,8.34,0.25,96.17
Kolkata,2023-03-31,152,197.51,131.45,43.17,50.71,2.1,140.83
Chennai,2023-12-19,118,91.07,197.78,103.47,40.27,0.7,29.61
Pune,2023-02-15,96,146.47,51.11,33.04,25.23,1.49,62.7
Hyderabad,2023-03-29,35,20.57,54.7,62.41,28.28,0.88,14.72
Bangalore,2023-09-20,47,33.11,38.21,117.11,55.13,1.16,106.75
Mumbai,2023-10-02,135,158.19,153.81,54.44,2.86,2.33,92.48
Bangalore,2023-08-17,192,184.72,276.18,118.76,70.18,2.49,40.48
Delhi,2023-09-11,120,166.38,84.66,16.32,78.39,0.88,131.28
Chennai,2023-11-30,58,13.99,150.44,32.45,55.81,1.5,16.24
Pune,2023-09-26,78,83.73,71.97,96.11,34.45,0.41,75.23
Kolkata,2023-11-28,60,34.5,87.09,103.85,74.12,2.1,53.44
Hyderabad,2023-01-14,141,114.34,222.12,119.24,12.26,0.31,105.68
Delhi,2023-01-03,169,170.81,209.97,114.71,41.86,2.3,145.33
Hyderabad,2023-06-04,66,68.85,74.94,68.03,37.34,2.22,19.5
Chennai,2023-02-22,97,152.84,46.6,41.89,32.2,1.63,27.93
Bangalore,2023-07-17,85,15.38,214.68,97.86,53.76,0.55,19.98
Mumbai,2023-09-21,100,86.29,140.15,116.3,58.47,1.15,7.77
Pune,2023-05-13,164,140.11,254.57,86.39,33.66,0.27,145.27
Ahmedabad,2023-08-19,84,114.38,39.79,67.21,71.6,1.76,109.4
Delhi,2023-07-14,45,30.24,55.66,109.0,43.02,2.02,21.72
Chennai,2023-03-03,178,178.33,257.33,29.23,50.69,0.37,126.32
Delhi,2023-05-10,65,23.45,132.06,71.35,68.68,2.44,68.73
Mumbai,2023-01-14,139,152.33,178.25,56.51,26.12,1.36,54.11
Chennai,2023-01-15,44,51.19,33.67,38.63,63.33,1.93,35.28
Pune,2023-10-17,125,132.09,148.26,96.11,3.88,1.6,110.95
Chennai,2023-09-16,112,163.61,64.78,36.94,27.73,1.7,114.76
Chennai,2023-10-29,140,106.88,247.03,55.26,11.66,1.5,143.08
Hyderabad,2023-03-14,46,46.02,28.9,82.54,33.31,1.49,97.36
Kolkata,2023-12-04,63,22.97,137.02,33.28,39.18,2.32,109.98
Kolkata,2023-08-30,115,93.84,207.91,8.72,47.73,1.47,55.26
Ahmedabad,2023-09-15,101,163.44,35.08,13.01,36.36,0.78,113.09
Kolkata,2023-09-19,126,156.78,110.91,90.16,69.26,0.99,54.28
Chennai,2023-02-05,50,19.46,118.05,18.65,4.26,0.46,67.53
Pune,2023-10-19,150,171.44,142.53,116.35,76.42,1.98,140.2
Kolkata,2023-09-20,129,180.16,86.21,44.72,60.73,1.18,126.41
Bangalore,2023-03-16,119,96.23,186.59,117.0,27.55,2.32,44.06
Hyderabad,2023-03-24,123,137.35,149.78,75.54,23.26,0.83,21.47
Mumbai,2023-02-07,120,76.06,233.6,74.92,10.0,2.16,92.2
Delhi,2023-05-20,98,137.34,69.05,59.49,52.58,0.27,7.16
Chennai,2023-11-25,82,57.82,140.27,61.06,12.77,1.75,91.44
Chennai,2023-10-11,29,12.6,41.74,50.04,14.01,1.07,96.09
Mumbai,2023-09-27,77,53.92,116.27,75.61,69.15,1.93,85.24
Kolkata,2023-02-07,61,24.28,117.32,75.7,67.33,0.62,66.57
Delhi,2023-02-24,76,102.11,49.62,36.96,71.44,1.46,64.95
Chennai,2023-03-08,152,145.68,216.8,75.62,41.8,1.2,91.02
Delhi,2023-05-14,157,188.84,184.86,40.79,37.08,2.05,28.43
Ahmedabad,2023-02-14,113,139.11,108.34,96.14,12.18,1.95,14.91
Pune,2023-12-09,154,180.66,182.77,45.46,20.14,1.62,78.81
Mumbai,2023-11-03,166,196.81,197.81,55.93,40.31,1.77,19.73
Chennai,2023-02-07,32,24.3,40.54,27.52,39.85,2.0,75.4
Ahmedabad,2023-11-12,72,25.65,174.08,36.2,49.96,2.45,21.14
Kolkata,2023-12-11,157,99.89,291.21,93.76,72.06,0.97,148.85
Delhi,2023-09-20,100,20.06,259.57,111.64,9.07,0.46,9.81
Pune,2023-08-20,149,157.44,202.16,29.45,31.23,0.22,105.58
Kolkata,2023-07-01,128,116.61,169.38,99.7,78.57,1.15,115.69
Pune,2023-04-03,63,80.57,31.03,46.77,49.63,0.47,138.99
Delhi,2023-04-05,118,144.36,112.32,49.94,59.78,1.58,102.39
Pune,2023-02-20,109,51.04,224.02,79.26,78.89,0.69,91.69
Kolkata,2023-07-04,94,74.41,126.31,107.11,33.53,1.64,133.94
Delhi,2023-03-08,172,196.56,216.55,62.05,35.61,2.4,34.83
Mumbai,2023-10-31,76,68.48,100.92,58.88,79.16,2.24,52.55
Ahmedabad,2023-11-20,92,137.2,24.8,99.32,70.62,2.17,59.38
Ahmedabad,2023-03-20,62,12.35,131.83,57.95,72.74,2.26,145.08
Hyderabad,2023-01-02,73,11.56,199.61,12.85,23.26,1.53,106.59
Kolkata,2023-08-09,167,126.47,295.98,106.48,76.61,0.99,20.31
Pune,2023-09-05,132,105.09,242.1,22.27,53.46,0.94,54.47
Chennai,2023-09-12,130,98.73,247.37,22.93,63.62,0.35,33.14
Pune,2023-05-19,126,172.44,90.75,42.63,43.9,0.69,122.62
Ahmedabad,2023-05-18,75,37.61,149.87,94.11,28.31,1.66,12.28
Ahmedabad,2023-09-09,101,39.0,252.56,45.88,23.96,2.13,12.27
Hyderabad,2023-12-07,98,117.91,66.29,112.57,69.74,2.19,105.52
Hyderabad,2023-12-02,81,12.8,229.46,15.53,22.26,1.47,70.5
Bangalore,2023-05-09,174,166.56,266.06,83.42,44.2,2.41,22.39
Delhi,2023-07-18,109,82.55,183.94,89.77,2.29,0.8,83.04
Chennai,2023-02-04,109,131.15,105.08,67.16,16.8,0.63,88.6
Mumbai,2023-04-17,44,32.88,54.38,70.01,23.07,1.1,63.11
Chennai,2023-11-03,99,10.25,258.88,87.23,55.86,1.46,106.64
Hyderabad,2023-01-24,126,98.53,210.13,100.71,37.78,1.57,43.76
Mumbai,2023-10-07,128,197.33,33.74,106.95,45.86,0.78,143.46
Pune,2023-08-20,135,196.08,105.09,35.5,12.09,1.38,27.28
Pune,2023-01-16,88,39.48,181.47,100.02,5.32,1.17,71.85
Bangalore,2023-12-01,115,98.9,178.91,95.99,45.66,1.02,17.45
Kolkata,2023-08-30,195,175.52,291.62,111.56,64.2,1.68,118.31
Pune,2023-07-17,105,123.01,117.64,42.57,61.02,1.24,35.76
Hyderabad,2023-10-12,158,173.24,209.77,67.8,33.27,1.19,13.33
Ahmedabad,2023-07-26,166,167.73,258.87,30.27,7.05,1.9,35.67
Pune,2023-03-07,51,22.19,83.36,96.18,64.74,0.68,53.71
Kolkata,2023-02-25,117,24.09,297.81,80.39,44.28,1.96,126.81
Mumbai,2023-07-23,99,45.49,203.37,48.21,78.63,1.73,143.7
Hyderabad,2023-10-07,80,81.08,95.72,39.15,30.11,2.47,118.53
Ahmedabad,2023-02-19,165,175.76,197.32,107.42,28.65,1.27,134.95
Bangalore,2023-06-21,25,12.4,20.34,75.85,16.74,0.64,99.72
Delhi,2023-08-07,65,69.55,61.84,71.72,53.62,1.86,42.01
Bangalore,2023-06-22,67,24.95,139.32,113.77,18.98,0.79,19.63
Hyderabad,2023-07-16,144,139.18,200.02,104.03,39.94,0.51,46.96
Hyderabad,2023-01-26,136,110.89,211.23,78.3,70.74,1.55,117.9
Hyderabad,2023-03-28,159,138.85,272.61,49.36,62.77,1.87,13.63
Pune,2023-07-25,128,135.31,173.34,61.88,26.25,1.36,28.46
Mumbai,2023-10-28,73,28.75,180.12,16.01,14.51,0.4,60.29
Ahmedabad,2023-06-29,118,182.31,40.13,77.97,55.38,1.43,101.71
Hyderabad,2023-03-13,96,103.03,129.45,15.32,50.79,1.34,44.9
Kolkata,2023-02-17,164,157.31,244.46,79.7,38.48,1.52,60.83
Bangalore,2023-02-11,104,83.27,168.49,73.87,74.99,1.99,27.04
Mumbai,2023-08-04,101,29.09,226.69,86.2,78.94,1.4,124.83
Hyderabad,2023-09-22,129,188.72,76.48,40.62,20.75,1.03,137.63
Chennai,2023-10-20,128,150.26,157.23,8.32,7.01,1.44,109.22
Kolkata,2023-08-11,128,170.11,99.61,87.19,46.29,2.45,44.56
Ahmedabad,2023-11-13,51,19.89,87.47,83.67,8.65,0.76,129.02
Delhi,2023-06-09,32,23.21,33.35,12.03,75.47,2.15,127.52
Chennai,2023-08-11,139,112.45,242.25,35.62,49.06,1.74,99.98
Hyderabad,2023-05-30,125,75.85,254.06,92.22,27.06,0.44,15.41
Ahmedabad,2023-09-12,83,120.75,34.47,43.75,60.75,0.88,115.68
Hyderabad,2023-09-02,110,56.71,224.07,90.99,33.0,0.68,80.58
Bangalore,2023-10-05,101,131.53,68.42,83.52,35.32,1.56,111.44
Kolkata,2023-09-09,164,164.66,222.2,75.73,13.76,2.12,140.71
Mumbai,2023-10-02,97,102.77,92.49,91.77,58.29,0.52,132.17
Delhi,2023-01-03,135,161.48,147.95,42.75,14.34,0.59,100.97
Pune,2023-08-09,37,33.2,51.56,13.32,60.01,1.84,13.47
Chennai,2023-02-10,33,42.77,25.81,8.63,41.57,1.89,22.52
Chennai,2023-07-21,67,68.15,80.98,42.63,51.02,0.6,42.5
Bangalore,2023-01-15,160,121.84,278.49,91.03,53.98,1.54,75.75
Delhi,2023-05-25,110,113.6,164.58,15.9,27.08,0.24,21.05
Chennai,2023-04-21,174,167.59,244.54,88.58,63.88,1.74,102.13
Hyderabad,2023-08-14,69,71.82,62.21,76.36,34.75,1.61,115.44
Ahmedabad,2023-12-05,159,129.25,281.87,39.39,30.01,1.85,93.64
Hyderabad,2023-01-22,97,81.47,150.99,53.23,15.91,2.33,115.54
Hyderabad,2023-08-06,81,32.93,195.78,5.01,3.43,1.1,105.25
Pune,2023-09-27,124,91.72,213.5,64.93,78.2,0.57,92.1
Pune,2023-12-19,99,46.95,230.0,36.68,31.77,1.06,40.41
Chennai,2023-01-17,97,142.29,34.79,98.96,66.35,0.75,51.93
Kolkata,2023-10-10,100,123.37,100.46,73.14,25.23,0.33,5.37
Bangalore,2023-09-18,142,196.66,125.32,28.04,34.3,1.61,35.96
Kolkata,2023-07-31,185,172.36,299.72,41.59,13.61,2.02,92.07
Delhi,2023-05-31,118,189.89,41.85,76.92,35.07,1.48,35.92
Kolkata,2023-10-01,155,192.35,148.36,65.14,20.71,2.25,145.82
Mumbai,2023-02-17,150,113.13,287.9,22.69,39.32,1.44,76.33
Mumbai,2023-01-07,148,176.6,167.7,43.43,18.22,2.04,95.56
Mumbai,2023-12-03,77,51.32,113.59,115.38,42.57,1.12,80.61
Bangalore,2023-05-16,74,74.62,70.04,72.27,53.89,1.84,132.89
Chennai,2023-06-10,110,24.32,288.34,55.03,50.61,1.73,84.24
Delhi,2023-12-02,159,153.48,245.05,68.59,40.11,0.46,17.17
Delhi,2023-01-09,134,69.06,287.02,95.12,53.47,1.39,29.27
Kolkata,2023-04-22,65,81.26,49.94,61.79,70.17,2.24,6.59
Hyderabad,2023-01-15,58,61.58,30.91,102.5,69.38,1.57,88.29
Chennai,2023-03-31,172,159.4,269.23,68.57,77.48,2.49,21.9
Kolkata,2023-12-12,105,104.97,128.52,75.5,6.37,1.36,131.28
Kolkata,2023-05-13,141,91.01,283.05,54.28,29.95,1.21,80.32
Mumbai,2023-11-04,142,162.13,146.59,99.01,43.63,0.98,100.4
Kolkata,2023-02-25,77,116.03,35.85,24.54,24.25,0.85,102.65
